
# nouns using wiki-news fastTExt vectors

tehsil tehsils
menu menus 
transformation transformations 
porch porches 
king kings 
house houses 
laser lasers 
inefficiency inefficiencies 
marker markers 
hitter hitters 
codec codecs 
keyboard keyboards 
roadway roadways 
interceptor interceptors 
neighbor neighbors 
tank tanks 
team teams 
nation-state nation-states 
catheter catheters 
documentary documentaries 
Convention Conventions 
Jew Jews 
inaccuracy inaccuracies 
channel channels 
astrologer astrologers 
habitat habitats 
boiler boilers 
detainee detainees 
murderer murderers 
airplane airplanes 
valley valleys 
inventor inventors 
action actions 
transcription transcriptions 
skit skits 
attendee attendees 
howitzer howitzers 
cockroach cockroaches 
cruise cruises 
mountain mountains 
reimbursement reimbursements 
executive executives 
similarity similarities 
answer answers 
cup cups 
statute statutes 
RfC RfCs 
golfer golfers 
establishment establishments 
sanctuary sanctuaries 
juror jurors 
biography biographies 
predecessor predecessors 
tanker tankers 
brand brands 
son sons 
revolver revolvers 
achievement achievements 
campaign campaigns 
tutorial tutorials 
attribute attributes 
milestone milestones 
linkage linkages 
expert experts 
disclaimer disclaimers 
dispute disputes 
registrar registrars 
delicacy delicacies 
pairing pairings 
indication indications 
propeller propellers 
evangelist evangelists 
campus campuses 
installation installations 
prank pranks 
thread threads 
door doors 
statue statues 
heir heirs 
rower rowers 
commitment commitments 
reprint reprints 
deputy deputies 
crew crews 
acronym acronyms 
enterprise enterprises 
broadcast broadcasts 
counterpart counterparts 
issue issues 
industry industries 
crime crimes 
motor motors 
rap rappers 
nurse nurses 
bloke blokes 
bottle bottles 
reptile reptiles 
planet planets 
complainant complainants 
transponder transponders 
cow cows 
trauma traumas 
commune communes 
bone bones 
passage passages 
postulate postulates 
airman airmen 
taxi taxis 
disc discs 
digit digits 
mood moods 
limitation limitations 
portfolio portfolios 
confession confessions 
chairman chairmen 
captain captains 
adventure adventures 
activity activities 
slug slugs 
aberration aberrations 
comrade comrades 
burner burners 
bedroom bedrooms 
blueprint blueprints 
class classes 
subculture subcultures 
mason masons 
commentator commentators 
conflict conflicts 
dude dudes 
duel duels 
trophy trophies 
pharmacy pharmacies 
footpath footpaths 
junction junctions 
synthesizer synthesizers 
archer archers 
cassette cassettes 
force forces 
puppy puppies 
bishop bishops 
chapel chapels 
toy toys 
believer believers 
rookie rookies 
speaker speakers 
label labels 
snake snakes 
shareholder shareholders 
flower flowers 
Painting Paintings 
bug bugs 
warrior warriors 
phenomenon phenomena 
twist twists 
case cases 
intermediary intermediaries 
trick tricks 
emblem emblems 
secretary secretaries 
planter planters 
facility facilities 
MP MPs 
e-book e-books 
melody melodies 
renovation renovations 
mound mounds 
kitchen kitchens 
feeling feelings 
gardener gardeners 
crane cranes 
route routes 
cartoonist cartoonists 
donor donors 
commonality commonalities 
tortoise tortoises 
pronoun pronouns 
bucket buckets 
ID IDs 
confirmation confirmations 
psychiatrist psychiatrists 
ape apes 
packet packets 
adversary adversaries 
gland glands 
alliance alliances 
destroyer destroyers 
stronghold strongholds 
success successes 
cab cabs 
cart carts 
digger diggers 
autopsy autopsies 
turbine turbines 
prisoner prisoners 
dessert desserts 
flavour flavours 
coastline coastlines 
market markets 
conquest conquests 
affliction afflictions 
mag mags 
shark sharks 
tape tapes 
dictatorship dictatorships 
disease diseases 
transplant transplants 
dad dads 
jail jails 
villa villas 
chick chicks 
socket sockets 
expedition expeditions 
protagonist protagonists 
mentor mentors 
lover lovers 
registrant registrants 
gesture gestures 
surgery surgeries 
architecture architectures 
boutique boutiques 
owl owls 
quartet quartets 
liner liners 
lottery lotteries 
piece pieces 
clerk clerks 
metaphor metaphors 
era eras 
carpenter carpenters 
tile tiles 
squirrel squirrels 
cleric clerics 
display displays 
depot depots 
tattoo tattoos 
receptor receptors 
part parts 
biscuit biscuits 
visitor visitors 
spire spires 
beverage beverages 
husband husbands 
misfortune misfortunes 
reform reforms 
jungle jungles 
fireplace fireplaces 
smartphone smartphones 
party parties 
basement basements 
clause clauses 
refinery refineries 
calendar calendars 
licence licences 
failure failures 
streetcar streetcars 
tub tubs 
janitor janitors 
area areas 
chunk chunks 
interviewer interviewers 
heuristic heuristics 
bunker bunkers 
tomb tombs 
lounge lounges 
vampire vampires 
dictionary dictionaries 
remark remarks 
observance observances 
superintendent superintendents 
article. articles. 
chariot chariots 
grill grills 
grower growers 
nature natures 
deviation deviations 
position positions 
anthropologist anthropologists 
goat goats 
wetland wetlands 
conglomerate conglomerates 
monarch monarchs 
wrestler wrestlers 
ancestor ancestors 
outburst outbursts 
wikiproject wikiprojects 
launcher launchers 
mannequin mannequins 
camel camels 
glimpse glimpses 
educator educators 
film-maker film-makers 
survivor survivors 
canvas canvases 
trainer trainers 
service services 
orchid orchids 
woman women 
placard placards 
hose hoses 
ethnicity ethnicities 
pot pots 
allowance allowances 
martyr martyrs 
sniper snipers 
videogame videogames 
lens lenses 
heading headings 
form forms 
idea ideas 
polymer polymers 
dataset datasets 
medication medications 
diploma diplomas 
supermarket supermarkets 
specimen specimens 
compressor compressors 
cantata cantatas 
assassination assassinations 
bat bats 
drama dramas 
theft thefts 
irregularity irregularities 
car cars 
carmaker carmakers 
workshop workshops 
theater theaters 
product products 
monastery monasteries 
warhead warheads 
heretic heretics 
gem gems 
term terms 
campground campgrounds 
principal principals 
sticker stickers 
saga sagas 
disparity disparities 
newcomer newcomers 
remix remixes 
skeleton skeletons 
PDF PDFs 
delusion delusions 
rendition renditions 
firewall firewalls 
curator curators 
hostel hostels 
monster monsters 
poster posters 
newscast newscasts 
collection collections 
hut huts 
humanist humanists 
judge judges 
segment segments 
congress congresses 
charity charities 
scorpion scorpions 
mantra mantras 
photograph photographs 
raccoon raccoons 
pill pills 
raid raids 
emperor emperors 
way ways 
provision provisions 
query queries 
panorama panoramas 
upgrade upgrades 
draft drafts 
sketch sketches 
ride rides 
device devices 
syllable syllables 
pathway pathways 
binder binders 
mission missions 
poet poets 
cyclist cyclists 
comparison comparisons 
undertaking undertakings 
costume costumes 
artifact artifacts 
postcard postcards 
niece nieces 
screenshot screenshots 
librarian librarians 
stipulation stipulations 
lesbian lesbians 
redlink redlinks 
cricketer cricketers 
dune dunes 
chemical chemicals 
patient patients 
middleman middlemen 
farmer farmers 
promotion promotions 
villain villains 
guidebook guidebooks 
merger mergers 
crate crates 
applet applets 
NGO NGOs 
debate debates 
technique techniques 
lawyer lawyers 
rubric rubrics 
schoolboy schoolboys 
antibiotic antibiotics 
structure structures 
dorm dorms 
rack racks 
this these 
impediment impediments 
mill mills 
stain stains 
patent patents 
bequest bequests 
bomb bombs 
conversion conversions 
trip trips 
administrator administrators 
grove groves 
message messages 
blockbuster blockbusters 
President Presidents 
bungalow bungalows 
judgment judgments 
deduction deductions 
screenplay screenplays 
sentiment sentiments 
engine engines 
operative operatives 
pipe pipes 
taxpayer taxpayers 
fungicide fungicides 
gallery galleries 
bomber bombers 
matter matters 
territory territories 
glyph glyphs 
hurdle hurdles 
opinion opinions 
advertiser advertisers 
storyline storylines 
maid maids 
shipyard shipyards 
republic republics 
community communities 
subarticle subarticles 
tidbit tidbits 
population populations 
bookshop bookshops 
eruption eruptions 
worksheet worksheets 
lane lanes 
band bands 
appointee appointees 
appendix appendices 
anecdote anecdotes 
crony cronies 
pharmacist pharmacists 
robot robots 
quilt quilts 
rider riders 
theologian theologians 
audience audiences 
playlist playlists 
battery batteries 
astronomer astronomers 
plume plumes 
grandchild grandchildren 
inmate inmates 
transporter transporters 
scribe scribes 
remake remakes 
arrangement arrangements 
hillside hillsides 
tangent tangents 
substitution substitutions 
forest forests 
university universities 
robber robbers 
drug drugs 
imitation imitations 
fanatic fanatics 
feud feuds 
Englishman Englishmen 
toxin toxins 
accomplice accomplices 
stream streams 
potion potions 
citizen citizens 
snack snacks 
parody parodies 
sub-category sub-categories 
endpoint endpoints 
enclosure enclosures 
response responses 
measurement measurements 
auditor auditors 
sovereign sovereigns 
serviceman servicemen 
dose doses 
judgement judgements 
racer racers 
distributor distributors 
crisis crises 
habit habits 
complication complications 
interview interviews 
T-shirt T-shirts 
process processes 
industrialist industrialists 
quotation quotations 
contributor contributors 
perception perceptions 
collar collars 
attacker attackers 
description descriptions 
lobbyist lobbyists 
trustee trustees 
commemoration commemorations 
investment investments 
development developments 
courtyard courtyards 
burial burials 
sinner sinners 
Function Functions 
bathroom bathrooms 
catch catches 
preview previews 
certification certifications 
fragment fragments 
banquet banquets 
athlete athletes 
fighter fighters 
pioneer pioneers 
empire empires 
obsession obsessions 
incident incidents 
prohibition prohibitions 
commissioner commissioners 
builder builders 
canister canisters 
sermon sermons 
console consoles 
tag tags 
missile missiles 
vision visions 
taxon taxa 
ladder ladders 
condom condoms 
angle angles 
transliteration transliterations 
Cup Cups 
endorsement endorsements 
bin bins 
gun guns 
girl girls 
reunion reunions 
diplomat diplomats 
browser browsers 
incentive incentives 
clique cliques 
doll dolls 
intruder intruders 
offender offenders 
taunt taunts 
rhyme rhymes 
recording recordings 
gym gyms 
gateway gateways 
narrative narratives 
userpage userpages 
poison poisons 
warning warnings 
wig wigs 
lawmaker lawmakers 
practitioner practitioners 
timetable timetables 
accent accents 
polemic polemics 
practice practices 
newsroom newsrooms 
hairstyle hairstyles 
risk risks 
criticism criticisms 
pigeon pigeons 
beast beasts 
city-state city-states 
mouse mice 
summary summaries 
orchestra orchestras 
restaurant restaurants 
prelate prelates 
universe universes 
chancellor chancellors 
dentist dentists 
projector projectors 
niche niches 
therapy therapies 
filament filaments 
ensemble ensembles 
plugin plugins 
crook crooks 
client clients 
estuary estuaries 
prosecutor prosecutors 
grocer grocers 
sibling siblings 
voter voters 
cliché clichés 
proclamation proclamations 
slope slopes 
butcher butchers 
call calls 
store stores 
cubicle cubicles 
brochure brochures 
bike bikes 
electrician electricians 
venture ventures 
picture pictures 
combatant combatants 
office offices 
troupe troupes 
field fields 
rape rapes 
serpent serpents 
outcome outcomes 
realm realms 
pathology pathologies 
swamp swamps 
comment comments 
sponsor sponsors 
license licenses 
arena arenas 
preposition prepositions 
name names 
mural murals 
depiction depictions 
implementation implementations 
shotgun shotguns 
sedan sedans 
pilgrimage pilgrimages 
knight knights 
schoolteacher schoolchildren 
quarterback quarterbacks 
rocket rockets 
apprentice apprentices 
squabble squabbles 
framework frameworks 
pet pets 
storyteller storytellers 
engineer engineers 
translator translators 
neck necks 
arbitrator arbitrators 
mystery mysteries 
deadline deadlines 
commoner commoners 
subscription subscriptions 
dialogue dialogues 
organiser organisers 
vase vases 
figurine figurines 
monograph monographs 
wolf wolves 
parasite parasites 
ulcer ulcers 
casino casinos 
souvenir souvenirs 
aspect aspects 
urn urns 
quarry quarries 
procession processions 
idiom idioms 
valve valves 
usage usages 
seminar seminars 
outlet outlets 
rat rats 
appeal appeals 
