

#----------
# sport
#----------

football hockey basketball 
lived worked tried 
living working trying 

written writing write 
performed performing perform 

written writing write 
sung singing sing 

built build construction 
developed develop development 

england london thames 
ireland dublin liffey 

get see know 
got saw knew 

england scotland norway 
london glasgow oslo 

given give gives 
kept keep keeps 

took taken takes 
saw seen sees 

created founded established 
creation founding establishment 

created developed expanded 
create develop expand 

created produced designed 
creating producing designing 

created introduced invented 
creation introduction invention 

given give gives 
allowed allow allows 

football baseball basketball 
nfl mlb nba 

go see know 
goes sees knows 

sent taken placed 
sending taking placing 

developed established governed 
develop establish govern 

developed established adopted 
development establishment adoption 

served worked acted 
serving working acting 

california massachusetts ohio 
angeles boston cincinnati 

help keep hold 
helps keeps holds 

help provide serve 
helps provides serves 

worked helped brought 
working helping bringing 

got gave gained 
gets gives gains 

australia africa asia 
australian african asian 

take taken taking 
collect collected collecting 

india pakistan iran 
delhi lahore tehran 

take see say 
takes sees says 

god bible christianity 
allah qur islam 

india africa asia 
indian african asian 

japan philippines malaysia 
tokyo manila lumpur 

see find learn 
sees finds learns 

see give want 
sees gives wants 

singer composer poet 
pop music poetry 

developed discovered invented 
development discovery invention 

writing teaching promoting 
writes teaches promotes 

writing teaching learning 
write teach learn 

social economic cultural 
socially economically culturally 

florida pennsylvania massachusetts 
miami philadelphia boston 

florida maryland indiana 
tampa baltimore indianapolis 

florida illinois ohio 
tampa chicago cincinnati 

florida georgia michigan 
tampa atlanta detroit 

texas maryland louisiana 
houston baltimore orleans 

texas georgia kentucky 
houston atlanta louisville 

orchestra piano violin 
conductor pianist violinist 

jewish muslim hindu 
jews muslims hindus 

conditions diseases infections 
condition disease infection

poet painter photographer 
poems paintings photos 

bible christianity christians 
upanishads hinduism hindus 

bible churches christians 
torah synagogues jews 

wrestler wrestled wrestles 
athlete competed competes 

small large smaller 
simple complex simpler 

river valley peninsula 
rivers valleys peninsulas 

do tell learn 
did told learned 

use try decide 
uses tries decides 

made produced developed 
make produce develop 

used done performed 
use do perform 

be become lose 
being becoming losing 

was became entered 
being becoming entering 

was became remained 
be become remain 

is contains exists 
are contain exist 

be have shave 
being having shaving 

be have make 
being having making 

joke laugh shout 
joked laughed shouted 

socialism racism romanticism 
socially racially romantically 

permitted prohibited violated 
permitting prohibiting violating 

loaded downloaded packaged 
loading downloading packaging 

loaded logged rigged 
loading logging rigging 

decreased slowed drifted 
decreasing slowing drifting 

demonstration illustration outline 
demonstrations illustrations outlines 

healing appealing denying 
healed appealed denied 

eminem rihanna coldplay 
eminem's rihanna's coldplay's 

eminem beyonce aaliyah 
eminem's beyonce's aaliyah's 

cipher peripheral sensor 
ciphers peripherals sensors 

sonata cantata madrigal 
sonatas cantatas madrigals 

lifted jumped rapped 
lifts jumps raps 

tenor soloist oboe 
tenors soloists oboes 

grapes grasses mosses 
grape grass moss 

catching rushing flashing 
catches rushes flashes 

wrapped typed clicked 
wrapping typing clicking 

rotating twisting attaching 
rotated twisted attached 

warships cruisers harbors 
warship cruiser harbor 

tracking packing rigging 
tracked packed rigged 

tracking lacking mocking 
tracked lacked mocked 

tracking mapping rapping 
tracked mapped rapped 

demonstrations investigations prosecutions 
demonstrators investigators prosecutors 

sandwich biscuit chocolat 
sandwiches biscuits chocolates 

centimeters lbs ounces 
centimetre lb ounce 

acceleration ionization condensation 
accelerated ionized condensed 

feminism fascism nazism 
feminists fascists nazis 

feminism creationism impressionism 
feminists creationists impressionists 

crushed cracked rubbed 
crushing cracking rubbing 

usher beyonce rihanna 
usher's beyonce's rihanna's 

compromise repeal violate 
compromised repealed violated 

compromise guarantee impose 
compromised guaranteed imposed 




deleted tagged reloaded 
deleting tagging reloading 

agreements proposals resolutions 
agreeing proposing resolving 

resurrection crucifixion consecration 
resurrected crucified consecrated 



blessed kissed cheated 
blessing kissing cheating 

astronaut meteorologist statistician 
astronautical meteorological statistical 

expressions reflections selections 
expressive reflective selective 

complained commented tweeted 
complaints comments tweets 

impressive recessive oppressive 
impression recession oppression 

eurasia polynesia frisia 
eurasian polynesian frisian 

considering defining resolving 
considerations definitions resolutions 

evacuated sheltered lodged 
evacuations shelters lodges 

congregation mormon sermon 
congregations mormons sermons 

pedal octave oboe 
pedals octaves oboes 

kicked mocked plucked 
kicking mocking plucking 

toilet blanket paddle 
toilets blankets paddles 

discussions propositions considerations 
discussing proposing considering 

investors investigators supervisors 
invested investigated supervised 

packed stacked stunned 
packs stacks stunts 

packed cracked smoked 
packers crackers smokers 

packed cracked plucked 
packing cracking plucking 

cartridge mortar musket 
cartridges mortars muskets 

erupted exploded collided 
erupt explode collide 

interrupted interrogated intercepted 
interruption interrogation interception 

illustrations depictions engravings 
illustrating depicting engraving 

audition auditioned auditions 
petition petitioned petitions 

audition ambition temptation 
auditions ambitions temptations 

avoided relied insured 
avoidance reliance insurance 

bulldogs bisons wolverines 
bulldog bison wolverine 

kurdish albanian balkan 
kurds albanians balkans 

implies replies recalls 
implied replied recalled 

impulse pulse vibrate 
impulses pulses vibrates 

viper cobra zebra 
vipers cobras zebras 

examined researched surveyed 
examining researching surveying 

examined outlined patterned 
examines outlines patterns 

pressing dressing expressing 
presses dresses expresses 

employers providers suppliers 
employing providing supplying 

venetian tuscan burgundian 
veneto tuscany burgundy 

recruited pursued disappointed 
recruiting pursuing disappointing 

constructors instructors projectors 
constructions instructions projections 

struggled pursued disappointed 
struggling pursuing disappointing 

indicating indication indications 
suggesting suggestion suggestions 

compensation taxation extortion 
sensation relaxation distortion 

specialised specializing specialise 
supervised supervising supervise 

colonization modernization consolidation 
colonized modernized consolidated 

violation violating violates 
prohibition prohibiting prohibits 

kicks swings bounces 
kicking swinging bouncing 

heel ankle ligament 
heels ankles ligaments 

acceptance rejection affection 
accepting rejecting affecting 

seizures headaches migraines 
seizure headache migraine 

prohibited prohibits prohibiting 
enforced enforce enforcing 

conditioning positioning mentioning 
conditional positional intentional 

evaporation dehydration saturation 
evaporates dehydrated saturated 

executions executives supervisors 
executioner executive supervisor 

lacked cracked wrecked 
lacking cracking wrecking 
